inspectionid,dbaname,akaname,license,facilitytype,risk,address,city,state,zip,inspectiondate,inspectiontype,results,latitude,longitude
88308,"balmoral home, inc.",balmoral home,39213,long term care,risk 1 (high),2055 w balmoral ave,chicago,il,60625,2010-03-23,consultation,pass,41.97952633,-87.68168538
88309,"indo-pak meat&grocery,llc",indo-pak meat & grocery,2021899,grocery store,risk 2 (medium),3922 w lawrence ave,chicago,il,60625,2010-03-24,license re-inspection,pass,41.96836564,-87.72658635
88310,mi tortilla,,1990924,restaurant,risk 1 (high),3320 w lawrence bldg,chicago,il,60625,2010-03-24,license,fail,41.9685299,-87.71183381
88311,notre dame among us,,2026643,,risk 1 (high),2049 w howard st,chicago,il,60645,2010-03-25,license,fail,42.0193532,-87.68232807
88312,mcdonald's,mcdonald's,46952,restaurant,risk 1 (high),6536 n sheridan rd,chicago,il,60626,2010-03-25,short form complaint,pass,42.00122187,-87.66087972
88313,deluxe diner,deluxe diner,1479953,restaurant,risk 1 (high),6349 n clark st,chicago,il,60660,2010-03-25,complaint,pass,41.99766626,-87.67033502
88314,lake breeze restaurant,lake breeze restaurant,30136,restaurant,risk 1 (high),1116 w thorndale ave,chicago,il,60660,2010-03-26,complaint,pass,41.99015136,-87.65896491
88315,youmax food & liquor,youmax food & liquor,1975946,grocery store,risk 3 (low),2222 w devon ave,chicago,il,60659,2010-03-26,license re-inspection,pass,41.99790938,-87.68593715
88316,youmax food & liquor,youmax food & liquor,1975947,grocery store,risk 3 (low),2222 w devon ave,chicago,il,60659,2010-03-26,license re-inspection,pass,41.99790938,-87.68593715
88317,"taqueria los portales, inc.",los portales mexican restaurant,1820222,restaurant,risk 1 (high),1418 w morse ave,chicago,il,60626,2010-03-29,complaint,pass,42.00800274,-87.66671916
88318,mcdonalds,mcdonalds,51011,restaurant,risk 2 (medium),1004 w wilson ave,chicago,il,60640,2010-03-30,short form complaint,pass,41.96553723,-87.65502741
88319,apart pizza company chicago,apart  pizza  co.,2026941,restaurant,risk 2 (medium),5624 n broadway,chicago,il,60660,2010-03-31,license,fail,41.98439695,-87.66023971
88320,pho xe lua,pho xe lua,1043966,restaurant,risk 1 (high),1021 w argyle st,chicago,il,60640,2010-03-31,complaint,pass,41.97318905,-87.65583712
88321,popeyes famous fried chicken,,1986817,restaurant,risk 1 (high),4604 n broadway bldg,chicago,il,60640,2010-04-01,complaint,pass,41.96552665,-87.657719
88322,garcia's inc,garcia's,36306,restaurant,risk 1 (high),1758 w lawrence ave,chicago,il,60640,2010-04-01,complaint,fail,41.96894197,-87.67330914
88323,uptown pizza & bq,uptown pizza & bq,3866,restaurant,risk 1 (high),1031 w wilson ave,chicago,il,60640,2010-04-01,complaint,pass,41.9653066,-87.65611797
88324,chipotle mexican grill,chipotle mexican grill,1404354,restaurant,risk 1 (high),6600 n sheridan rd,chicago,il,60626,2010-04-02,complaint,pass,42.00259638,-87.6609322
88325,7-eleven #33809j,7-eleven,2021580,grocery store,risk 1 (high),6801 n sheridan rd,chicago,il,60626,2010-04-05,license,fail,42.00561788,-87.66078594
88326,taqueria el chorrito,taqueria el chorrito,1303855,restaurant,risk 1 (high),6404 n clark st,chicago,il,60626,2010-04-05,short form complaint,pass,41.99820081,-87.67078848
88327,maria's,maria's,1479973,restaurant,risk 1 (high),1559 w devon ave,chicago,il,60660,2010-04-05,canvass,pass,41.99797242,-87.67003846
88328,over easy cafe,over easy cafe,1648134,restaurant,risk 1 (high),4943 n damen ave,chicago,il,60625,2010-04-06,canvass,pass,41.9718562,-87.67913255
88329,aldi's,aldi's,1817903,grocery store,risk 3 (low),4500 n broadway,chicago,il,60640,2010-04-07,complaint,pass,41.96378896,-87.65660649
88330,burger & pita,burger & pita,2008718,restaurant,risk 1 (high),5318 n broadway,chicago,il,60640,2010-04-07,complaint,pass,41.97874312,-87.66008181
88331,marigold,loa sze chuan,1514893,restaurant,risk 1 (high),4832 n broadway,chicago,il,60640,2010-04-08,complaint,pass,41.96995886,-87.65984318
88332,bp devon,bp,2026294,grocery store,risk 3 (low),1841 w devon,chicago,il,60660,2010-04-08,license,fail,41.99785057,-87.67676944
88333,mi tortilla,,1990924,restaurant,risk 1 (high),3320 w lawrence bldg,chicago,il,60625,2010-04-09,license re-inspection,pass,41.9685299,-87.71183381
88334,favorite cafe,favorite cafe,1302580,restaurant,risk 1 (high),3256 w lawrence ave,chicago,il,60625,2010-04-09,canvass,pass,41.96854049,-87.71078268
88335,supermercado garibaldi,supermercado garibaldi,1894099,grocery store,risk 1 (high),1714 w lawrence ave,chicago,il,60640,2010-04-12,complaint,pass,41.96896366,-87.67168512
88336,sunnyside daycare,sunnyside daycare,2002893,children's services facility,risk 1 (high),3542 w sunnyside ave,chicago,il,60625,2010-04-13,license re-inspection,pass,41.96300988,-87.71740068
88339,art zone gallery cafe,art zone gallery cafe,1300871,restaurant,risk 2 (medium),3238 w bryn mawr ave,chicago,il,60659,2010-04-13,canvass re-inspection,pass,41.98316084,-87.71045236
88340,quick stop pantry,quick stop pantry,2027544,grocery store,risk 3 (low),5357 n clark st,chicago,il,60640,2010-04-14,license,fail,41.97974085,-87.66812519
88341,bale sandwich and bakery,ba le sandwich and bakery,2021688,restaurant,risk 1 (high),5014 n broadway,chicago,il,60640,2010-04-14,license re-inspection,pass,41.97321459,-87.65992981
88342,bp devon,bp,2026294,grocery store,risk 3 (low),1841 w devon,chicago,il,60660,2010-04-15,license re-inspection,fail,41.99785057,-87.67676944
88343,popeyes fried chicken rest,popeyes fried chicken rest,6344,restaurant,risk 1 (high),6340 n broadway,chicago,il,60660,2010-04-16,complaint,pass,41.99759056,-87.66063912
88344,grand katachi,grand katachi,2027764,restaurant,risk 1 (high),4747 n damen ave,chicago,il,60625,2010-04-16,license,fail,41.9683304,-87.67902763
88345,lake shore health care & rehabilitation centre llc,the mosaic of lakeshore,2017020,long term care,risk 1 (high),7200 n sheridan rd,chicago,il,60626,2010-04-19,license,fail,42.01284733,-87.66361978
88346,antica pizzeria,antica pizzeria,1932480,restaurant,risk 1 (high),5663-65 n clark st,chicago,il,60660,2010-04-19,complaint,pass,41.98511286,-87.66895926
88347,the little india,the little india,1892841,restaurant,risk 1 (high),1109 w bryn mawr ave,chicago,il,60660,2010-04-20,canvass,pass,41.98354261,-87.65842915
88348,morse fresh market,morse fresh market,1518304,grocery store,risk 1 (high),1430 w morse ave,chicago,il,60626,2010-04-20,complaint,pass,42.00799492,-87.66717415
88349,agee's pizzeria & grill,,2009413,restaurant,risk 2 (medium),1118 w wilson ave,chicago,il,60640,2010-04-21,complaint,pass,41.96549905,-87.65824707
88350,walgreens # 1308,,18633,pharmacy/grocery,risk 3 (low),7410 n clark bldg,chicago,il,60626,2010-04-22,complaint,fail,42.01632849,-87.67539827
88351,walgreens #1308,walgreens #1308,2003536,pharmacy/grocery,risk 3 (low),7410 n clark st,chicago,il,60626,2010-04-22,license-task force,fail,42.01632849,-87.67539827
88352,t. n. t. bbq  grill,t. n. t. bbq  grill,2027018,restaurant,risk 1 (high),7138 n clark st,chicago,il,60626,2010-04-22,license,fail,42.01256119,-87.67477437
88353,kilmer  elementary,kilmer  elementary school,24021,school,risk 1 (high),6700 n greenview,chicago,il,60626,2010-04-23,canvass,pass,42.00367622,-87.66826026
88354,s & s food on  clark,s & s food on  clark,1932440,grocery store,risk 3 (low),6627 n clark st,chicago,il,60626,2010-04-23,short form complaint,pass,42.00259125,-87.67201233
88355,"joony mart , inc.",joony mart,1904899,grocery store,risk 3 (low),4947 n kedzie ave,chicago,il,60625,2010-04-26,short form complaint,pass,41.97166442,-87.70841722
88356,hayt elementary school,hayt elementary school,23621,school,risk 1 (high),1518 w granville (6200n),chicago,il,60660,2010-04-27,canvass,pass,41.99456814,-87.6685227
88357,quick stop pantry,quick stop pantry,2027544,grocery store,risk 3 (low),5357 n clark st,chicago,il,60640,2010-04-27,license re-inspection,pass,41.97974085,-87.66812519
88358,leonardo's ristorante tuscan bistro,leonardo's ristorante tuscan bistro,1547590,restaurant,risk 1 (high),5657-5659 n clark st,chicago,il,60660,2010-04-27,canvass,pass,41.98497217,-87.66892851
88359,field,eugene field,23211,school,risk 1 (high),7019 n ashland ave,chicago,il,60626,2010-04-28,canvass,pass,42.00966462,-87.66994862
88360,walgreens #1308,walgreens #1308,2003536,pharmacy/grocery,risk 3 (low),7410 n clark st,chicago,il,60626,2010-04-29,license re-inspection,pass,42.01632849,-87.67539827
88361,walgreens # 1308,,18633,pharmacy/grocery,risk 3 (low),7410 n clark bldg,chicago,il,60626,2010-04-29,complaint re-inspection,pass,42.01632849,-87.67539827
88362,alexander's restaurant,alexander's restaurant,10916,restaurant,risk 1 (high),6158 n clark st,chicago,il,60660,2010-04-29,canvass,pass,41.99439118,-87.67029582
88363,walgreens #194,walgreens #194,2004392,grocery store,risk 3 (low),4801 n lincoln ave,chicago,il,60625,2010-04-30,license re-inspection,pass,41.96869203,-87.68845932
88364,lake shore health care & rehabilitation centre llc,the mosaic of lakeshore,2017020,long term care,risk 1 (high),7200 n sheridan rd,chicago,il,60626,2010-05-03,license re-inspection,pass,42.01284733,-87.66361978
88365,china  hut restaurant,china hut,1987114,restaurant,risk 1 (high),7100 n clark st,chicago,il,60626,2010-05-03,short form complaint,pass,42.01146046,-87.67459345
88366,new field elementary school,new field elementary school,22071,school,risk 1 (high),1707 w morse ave,chicago,il,60626,2010-05-04,canvass,pass,42.00767533,-87.67315753
88367,jordan elementary school,jordan elementary school,22811,school,risk 1 (high),7414 n wolcott ave,chicago,il,60626,2010-05-05,canvass,pass,42.01709536,-87.67779928
88368,byrons hot dog inc,byrons hot dogs,7252,restaurant,risk 1 (high),1701 w lawrence ave,chicago,il,60640,2010-05-05,canvass,pass,41.96875147,-87.67109479
88369,cheng's fried chicken,cheng's fried chicken,36692,restaurant,risk 1 (high),1116 w bryn mawr ave,chicago,il,60660,2010-05-06,complaint,pass,41.98375688,-87.65875884
88370,grande noodles,grande noodles,1493447,restaurant,risk 1 (high),6632 n clark st,chicago,il,60626,2010-05-06,canvass,pass,42.00262823,-87.67232835
88371,gale community academy,gale community academy,31081,school,risk 1 (high),1631 w jonquil ter,chicago,il,60626,2010-05-10,canvass,pass,42.02106425,-87.67196481
88372,taste of peru,taste of peru,66278,restaurant,risk 1 (high),6545 n clark st,chicago,il,60626,2010-05-10,canvass,pass,42.00126001,-87.67155268
88373,senn high school/rickover naval academy,senn high school/rickover naval academy,47061,school,risk 1 (high),5900 n glenwood ave,chicago,il,60660,2010-05-11,canvass,fail,41.98905063,-87.66526222
88374,dragon gate,dragon gate,1595947,restaurant,risk 1 (high),6528 n clark st,chicago,il,60626,2010-05-11,canvass,pass,42.00073293,-87.67166629
88375,dominick's # 12/0012,dominick's finer foods,41645,grocery store,risk 1 (high),6009 n broadway,chicago,il,60660,2010-05-12,sfp/complaint,pass,41.99118175,-87.66015508
88376,el norte ridge ave.,,2032356,restaurant,risk 1 (high),5600 n ridge bldg,chicago,il,60660,2010-05-12,license,fail,41.98357807,-87.6602278
88377,gale community academy annex,gale community academy annex,31082,school,risk 1 (high),7650 n marshfield ave,chicago,il,60626,2010-05-13,canvass,pass,42.02086075,-87.6720483
88378,restaurante polleria fina esta #2,restaurant polleria fina estampa  #2,2032590,restaurant,risk 1 (high),6619 n clark st,chicago,il,60626,2010-05-13,license,pass,42.0023417,-87.67192512
88379,piatto pronto,piatto pronto,1841223,grocery store,risk 1 (high),5624 n clark st,chicago,il,60660,2010-05-14,canvass,pass,41.98426104,-87.66907288
88380,mcdonalds,mcdonalds,1120659,restaurant,risk 2 (medium),5614 n clark st,chicago,il,60660,2010-05-17,canvass,pass,41.9839522,-87.66900616
88381,pressure billiards,pressure billiards & cafe,1577863,restaurant,risk 2 (medium),6318-6320 n clark st,chicago,il,60660,2010-05-13,canvass,pass,41.99687304,-87.67043243
88383,senn high school/rickover naval academy,senn high school/rickover naval academy,47061,school,risk 1 (high),5900 n glenwood ave,chicago,il,60660,2010-05-21,canvass re-inspection,pass,41.98905063,-87.66526222
88384,good to go jamaican cuisine llc,good to go jamaican cuisine llc,1868273,restaurant,risk 1 (high),1945-1947 w howard st,chicago,il,60626,2010-05-21,complaint,pass,42.01932964,-87.67950862
88385,bunz bakery,bunz bakery,1910314,bakery/restaurant,risk 1 (high),1136 w thorndale ave,chicago,il,60660,2010-05-24,canvass,pass,41.9901358,-87.65977098
88386,moody's restaurant inc,moody's restaurant,1219,restaurant,risk 1 (high),5908 n broadway,chicago,il,60660,2010-05-24,canvass,pass,41.9893336,-87.66039461
88387,patio beef,patio beef,6492,restaurant,risk 1 (high),6022 n broadway,chicago,il,60660,2010-05-24,canvass,pass,41.99164923,-87.66046439
88388,rogers park children's center,roger's park children's center,21727,daycare (2 - 6 years),risk 1 (high),1754-1756 w devon ave,chicago,il,60660,2010-05-28,license re-inspection,pass,41.99812042,-87.67412772
88389,fahrenheit restaurant inc.,,2036585,restaurant,risk 1 (high),6924 n clark bldg,chicago,il,60626,2010-05-28,license,fail,42.00733119,-87.67372465
88390,apart pizza company chicago,apart  pizza  co.,2026941,restaurant,risk 2 (medium),5624 n broadway,chicago,il,60660,2010-05-28,license re-inspection,pass,41.98439695,-87.66023971
88391,uptown headstart,uptown headstart,20145,daycare (2 - 6 years),risk 1 (high),1020 w bryn mawr ave,chicago,il,60660,2010-06-01,license re-inspection,pass,41.9838021,-87.65613163
88393,dominick's #160/1698,dominick's #160/1698,41689,grocery store,risk 1 (high),1763 w howard st,chicago,il,60626,2010-06-02,complaint,pass,42.01928855,-87.67505851
88394,taqueria el chorrito,taqueria el chorrito,1303855,restaurant,risk 1 (high),6404 n clark st,chicago,il,60626,2010-06-02,complaint,pass,41.99820081,-87.67078848
88395,new field elementary school,new field elementary school,22071,school,risk 1 (high),1707 w morse ave,chicago,il,60626,2010-06-03,short form complaint,pass,42.00767533,-87.67315753
88396,fahrenheit restaurant inc.,,2036585,restaurant,risk 1 (high),6924 n clark bldg,chicago,il,60626,2010-06-03,license re-inspection,pass,42.00733119,-87.67372465
88397,"the daily cup, inc.",the daily cup,2031466,restaurant,risk 2 (medium),1217 w devon ave,chicago,il,60660,2010-06-03,license,fail,41.99807015,-87.66132071
88398,patio beef,patio beef,6492,restaurant,risk 1 (high),6022 n broadway,chicago,il,60660,2010-06-03,short form complaint,pass,41.99164923,-87.66046439
88399,el famous restaurant,el famous restaurant,12601,restaurant,risk 1 (high),7047 n clark st,chicago,il,60626,2010-06-04,complaint,pass,42.01038812,-87.67411913
88400,china spring,china  spring,1743114,restaurant,risk 1 (high),7005 n clark st,chicago,il,60626,2010-06-04,canvass,pass,42.00919262,-87.67386024
88401,primo pizza inc,primo pizza,33440,restaurant,risk 1 (high),5600 n clark st,chicago,il,60660,2010-06-04,canvass,pass,41.98352014,-87.66891302
88402,subway,subway,1953328,restaurant,risk 1 (high),7003 n clark st,chicago,il,60626,2010-06-07,canvass,pass w/ conditions,42.00913302,-87.67384638
88403,taqueria uptown,taqueria uptown,1695635,restaurant,risk 1 (high),7027 n clark st,chicago,il,60626,2010-06-07,canvass,pass,42.00985571,-87.67401205
88404,big buns and pita corporation,sahara kabob,1680307,restaurant,risk 1 (high),6649 n clark st,chicago,il,60626,2010-06-07,canvass,pass,42.00314757,-87.67220279
88405,chuckie's,chuckie's,2032269,restaurant,risk 2 (medium),1412 w morse ave,chicago,il,60626,2010-06-08,license,fail,42.00800667,-87.66649165
88406,chuckies,chuckies,2032270,tavern/restaurant,risk 3 (low),1412 w morse ave,chicago,il,60626,2010-06-08,license,fail,42.00800667,-87.66649165
88407,devon market,devon market,1042888,grocery store,risk 1 (high),1440 w devon ave,chicago,il,60660,2010-06-09,canvass,pass,41.99822825,-87.66710447
88408,"habibi restaurant & cuisine, inc.",habibi restaurant & cuisine,1841238,restaurant,risk 1 (high),1225-27 w devon ave,chicago,il,60660,2010-06-02,complaint,fail,41.99806606,-87.66167834
88409,"habibi restaurant & cuisine, inc.",habibi restaurant & cuisine,1841238,restaurant,risk 1 (high),1225-27 w devon ave,chicago,il,60660,2010-06-09,complaint,pass w/ conditions,41.99806606,-87.66167834
88410,nori sushi & noodle shop,nori sushi & noodle shop,1473514,restaurant,risk 1 (high),1235 w devon ave,chicago,il,60660,2010-06-09,canvass,pass,41.9980635,-87.66197773
88411,st. andrews greek orthodox church,st andrew's greek orthodox church,0,church/special events,risk 1 (high),5649 n sheridan rd,chicago,il,60660,2010-06-11,special events (festivals),pass,41.98519355,-87.6550931
88412,"habibi restaurant & cuisine, inc.",habibi restaurant & cuisine,1841238,restaurant,risk 1 (high),1225-27 w devon ave,chicago,il,60660,2010-06-11,short form complaint,pass w/ conditions,41.99806606,-87.66167834
88413,la frescasita,la frescasita,1892714,grocery store,risk 1 (high),7007 n clark st,chicago,il,60626,2010-06-16,canvass,pass,42.00925289,-87.67387392
88414,chipotle mexican grill,chipotle mexican grill,1404354,restaurant,risk 1 (high),6600 n sheridan rd,chicago,il,60626,2010-06-16,short form complaint,pass,42.00259638,-87.6609322
88415,karavites rest inc,mcdonalds,11136,restaurant,risk 2 (medium),5130 n sheridan rd,chicago,il,60640,2010-06-16,short form complaint,pass,41.97628306,-87.65514777
88416,the coffee studio,the coffee studio,1799696,restaurant,risk 2 (medium),5628 n clark st,chicago,il,60660,2010-06-17,canvass,pass,41.98438482,-87.66909931
